source,target,k,rep,f1_macro
M01,M03,0,5,0.631578947368421
M01,M03,0,6,0.42857142857142855
M01,M03,0,7,0.7142857142857143
M01,M03,0,8,0.5
M01,M03,0,9,0.631578947368421
M01,M03,0,10,0.75
M01,M03,0,11,0.8
M01,M03,0,12,0.7058823529411765
M01,M03,0,13,0.5333333333333333
M01,M03,0,14,0.7142857142857143
M01,M03,0,15,0.7142857142857143
M01,M03,0,16,0.8
M01,M03,0,17,0.7142857142857143
M01,M03,0,18,0.8
M01,M03,0,19,0.7058823529411765
M01,M03,1,0,0.7692307692307693
M01,M03,1,1,0.7692307692307693
M01,M03,1,2,0.5454545454545454
M01,M03,1,3,0.6666666666666666
M01,M03,1,4,0.6666666666666666
M01,M03,1,5,0.7692307692307693
M01,M03,1,6,0.6666666666666666
M01,M03,1,7,0.7692307692307693
M01,M03,1,8,0.7692307692307693
M01,M03,1,9,0.6666666666666666
M01,M03,1,10,0.6666666666666666
M01,M03,1,11,0.6666666666666666
M01,M03,1,12,0.6666666666666666
M01,M03,1,13,0.8571428571428571
M01,M03,1,14,0.7692307692307693
M01,M03,1,15,0.7692307692307693
M01,M03,1,16,0.6666666666666666
M01,M03,1,17,0.7692307692307693
M01,M03,1,18,0.7692307692307693
M01,M03,1,19,0.5454545454545454
M01,M03,2,0,0.6
M01,M03,2,1,0.7272727272727273
M01,M03,2,2,0.6
M01,M03,2,3,0.6
M01,M03,2,4,0.7272727272727273
M01,M03,2,5,0.7272727272727273
M01,M03,2,6,0.8333333333333334
M01,M03,2,7,0.8333333333333334
M01,M03,2,8,0.7272727272727273
M01,M03,2,9,0.8333333333333334
M01,M03,2,10,0.7272727272727273
M01,M03,2,11,0.6
M01,M03,2,12,0.7272727272727273
M01,M03,2,13,0.8333333333333334
M01,M03,2,14,0.7272727272727273
M01,M03,2,15,0.7272727272727273
M01,M03,2,16,0.7272727272727273
M01,M03,2,17,0.7272727272727273
M01,M03,2,18,0.7272727272727273
M01,M03,2,19,0.8333333333333334
M01,M03,3,0,0.8
M01,M03,3,1,0.8
M01,M03,3,2,0.8
M01,M03,3,3,0.8
M01,M03,3,4,0.6666666666666666
M01,M03,3,5,0.6666666666666666
M01,M03,3,6,0.8
M01,M03,3,7,0.9090909090909091
M01,M03,3,8,0.8
M01,M03,3,9,0.9090909090909091
M01,M03,3,10,0.6666666666666666
M01,M03,3,11,0.8
M01,M03,3,12,0.8
M01,M03,3,13,0.2857142857142857
M01,M03,3,14,0.8
M01,M03,3,15,0.8
M01,M03,3,16,0.5
M01,M03,3,17,0.5
M01,M03,3,18,0.5
M01,M03,3,19,0.6666666666666666
M01,M03,4,0,0.8888888888888888
M01,M03,4,1,0.36363636363636365
M01,M03,4,2,0.75
M01,M03,4,3,0.8888888888888888
M01,M03,4,4,0.8888888888888888
M01,M03,4,5,0.75
M01,M03,4,6,0.75
M01,M03,4,7,0.75
M01,M03,4,8,0.8888888888888888
M01,M03,4,9,0.75
M01,M03,4,10,0.75
M01,M03,4,11,0.5714285714285714
M01,M03,4,12,0.8888888888888888
M01,M03,4,13,0.5714285714285714
M01,M03,4,14,0.5714285714285714
M01,M03,4,15,0.8888888888888888
M01,M03,4,16,0.75
M01,M03,4,17,0.8888888888888888
M01,M03,4,18,0.8888888888888888
M01,M03,4,19,0.75
M01,M03,5,0,0.4
M01,M03,5,1,0.5
M01,M03,5,2,0.6666666666666666
M01,M03,5,3,0.6666666666666666
M01,M03,5,4,0.6666666666666666
M01,M03,5,5,0.8571428571428571
M01,M03,5,6,0.6666666666666666
M01,M03,5,7,0.8571428571428571
M01,M03,5,8,0.8571428571428571
M01,M03,5,9,0.6666666666666666
M01,M03,5,10,0.8571428571428571
M01,M03,5,11,0.4
M01,M03,5,12,0.8571428571428571
M01,M03,5,13,0.6666666666666666
M01,M03,5,14,0.4
M01,M03,5,15,0.8571428571428571
M01,M03,5,16,0.6666666666666666
M01,M03,5,17,0.4
M01,M03,5,18,0.4
M01,M03,5,19,0.8571428571428571
M01,M03,6,0,0.5
M01,M03,6,1,0.8
M01,M03,6,2,0.8
M01,M03,6,3,0.8
M01,M03,6,4,0.5
M01,M03,6,5,0.5
M01,M03,6,6,1.0
M01,M03,6,7,1.0
M01,M03,6,8,0.8
M01,M03,6,9,0.8
M01,M03,6,10,1.0
M01,M03,6,11,0.5
M01,M03,6,12,0.8
M01,M03,6,13,0.8
M01,M03,6,14,0.8
M01,M03,6,15,0.8
M01,M03,6,16,0.8
M01,M03,6,17,0.5
M01,M03,6,18,1.0
M01,M03,6,19,0.5
M01,M03,7,0,1.0
M01,M03,7,1,1.0
M01,M03,7,2,0.6666666666666666
M01,M03,7,3,1.0
M01,M03,7,4,0.6666666666666666
M01,M03,7,5,0.6666666666666666
M01,M03,7,6,0.6666666666666666
M01,M03,7,7,0.6666666666666666
M01,M03,7,8,1.0
M01,M03,7,9,1.0
M01,M03,7,10,0.6666666666666666
M01,M03,7,11,1.0
M01,M03,7,12,0.6666666666666666
M01,M03,7,13,0.6666666666666666
M01,M03,7,14,0.6666666666666666
M01,M03,7,15,1.0
M01,M03,7,16,0.6666666666666666
M01,M03,7,17,1.0
M01,M03,7,18,1.0
M01,M03,7,19,0.6666666666666666
M01,M03,8,0,1.0
M01,M03,8,1,1.0
M01,M03,8,2,1.0
M01,M03,8,3,0.0
M01,M03,8,4,0.0
M01,M03,8,5,0.0
M01,M03,8,6,1.0
M01,M03,8,7,1.0
M01,M03,8,8,0.0
M01,M03,8,9,1.0
M01,M03,8,10,1.0
M01,M03,8,11,0.0
M01,M03,8,12,0.0
M01,M03,8,13,1.0
M01,M03,8,14,0.0
M01,M03,8,15,1.0
M01,M03,8,16,1.0
M01,M03,8,17,1.0
M01,M03,8,18,1.0
M01,M03,8,19,1.0
M02,M01,0,0,0.7857142857142857
M02,M01,0,1,0.8666666666666667
M02,M01,0,2,0.8666666666666667
M02,M01,0,3,0.847457627118644
M02,M01,0,4,0.8070175438596491
M02,M01,0,5,0.7407407407407407
M02,M01,0,6,0.8666666666666667
M02,M01,0,7,0.8070175438596491
M02,M01,0,8,0.7857142857142857
M02,M01,0,9,0.847457627118644
M02,M01,0,10,0.8070175438596491
M02,M01,0,11,0.9032258064516129
M02,M01,0,12,0.9375
M02,M01,0,13,0.9375
M02,M01,0,14,0.9032258064516129
M02,M01,0,15,0.847457627118644
M02,M01,0,16,0.8070175438596491
M02,M01,0,17,0.9032258064516129
M02,M01,0,18,0.7857142857142857
M02,M01,0,19,0.7169811320754716
M02,M01,1,0,0.7307692307692307
M02,M01,1,1,0.8421052631578947
M02,M01,1,2,0.7547169811320755
M02,M01,1,3,0.9180327868852459
M02,M01,1,4,0.8214285714285714
M02,M01,1,5,0.68
M02,M01,1,6,0.8813559322033898
M02,M01,1,7,0.9
M02,M01,1,8,0.8214285714285714
M02,M01,1,9,0.8620689655172413
M02,M01,1,10,0.7777777777777778
M02,M01,1,11,0.8813559322033898
M02,M01,1,12,0.9
M02,M01,1,13,0.9180327868852459
M02,M01,1,14,0.7547169811320755
M02,M01,1,15,0.8214285714285714
M02,M01,1,16,0.9180327868852459
M02,M01,1,17,0.7777777777777778
M02,M01,1,18,0.7777777777777778
M02,M01,1,19,0.8421052631578947
M02,M01,2,0,0.896551724137931
M02,M01,2,1,0.8771929824561403
M02,M01,2,2,0.7924528301886793
M02,M01,2,3,0.8571428571428571
M02,M01,2,4,0.7692307692307693
M02,M01,2,5,0.8571428571428571
M02,M01,2,6,0.8363636363636363
M02,M01,2,7,0.9333333333333333
M02,M01,2,8,0.8148148148148148
M02,M01,2,9,0.8571428571428571
M02,M01,2,10,0.7924528301886793
M02,M01,2,11,0.8771929824561403
M02,M01,2,12,0.9508196721311475
M02,M01,2,13,0.8571428571428571
M02,M01,2,14,0.9508196721311475
M02,M01,2,15,0.8771929824561403
M02,M01,2,16,0.8148148148148148
M02,M01,2,17,0.8771929824561403
M02,M01,2,18,0.8363636363636363
M02,M01,2,19,0.8771929824561403
M02,M01,3,0,0.8076923076923077
M02,M01,3,1,0.9491525423728814
M02,M01,3,2,0.8518518518518519
M02,M01,3,3,0.9122807017543859
M02,M01,3,4,0.8301886792452831
M02,M01,3,5,0.9310344827586207
M02,M01,3,6,0.8727272727272727
M02,M01,3,7,0.8928571428571429
M02,M01,3,8,0.9122807017543859
M02,M01,3,9,0.9491525423728814
M02,M01,3,10,0.9491525423728814
M02,M01,3,11,0.8076923076923077
M02,M01,3,12,0.8928571428571429
M02,M01,3,13,0.8727272727272727
M02,M01,3,14,0.8727272727272727
M02,M01,3,15,0.9310344827586207
M02,M01,3,16,0.9310344827586207
M02,M01,3,17,0.8301886792452831
M02,M01,3,18,0.8727272727272727
M02,M01,3,19,0.8518518518518519
M02,M01,4,0,0.9473684210526315
M02,M01,4,1,0.8888888888888888
M02,M01,4,2,0.8461538461538461
M02,M01,4,3,0.9473684210526315
M02,M01,4,4,0.8461538461538461
M02,M01,4,5,0.8461538461538461
M02,M01,4,6,0.9655172413793104
M02,M01,4,7,0.7755102040816326
M02,M01,4,8,0.9090909090909091
M02,M01,4,9,0.9285714285714286
M02,M01,4,10,0.8679245283018868
M02,M01,4,11,0.8
M02,M01,4,12,0.9655172413793104
M02,M01,4,13,0.9090909090909091
M02,M01,4,14,0.9830508474576272
M02,M01,4,15,0.9655172413793104
M02,M01,4,16,0.9830508474576272
M02,M01,4,17,0.9830508474576272
M02,M01,4,18,0.9473684210526315
M02,M01,4,19,0.8679245283018868
M02,M01,5,0,0.9642857142857143
M02,M01,5,1,0.9056603773584906
M02,M01,5,2,0.8163265306122449
M02,M01,5,3,0.9056603773584906
M02,M01,5,4,0.8163265306122449
M02,M01,5,5,0.84
M02,M01,5,6,0.9642857142857143
M02,M01,5,7,0.9259259259259259
M02,M01,5,8,0.9056603773584906
M02,M01,5,9,0.8627450980392157
M02,M01,5,10,0.9056603773584906
M02,M01,5,11,0.84
M02,M01,5,12,0.9454545454545454
M02,M01,5,13,0.8846153846153846
M02,M01,5,14,0.8627450980392157
M02,M01,5,15,0.9056603773584906
M02,M01,5,16,0.9259259259259259
M02,M01,5,17,0.8627450980392157
M02,M01,5,18,0.84
M02,M01,5,19,0.9454545454545454
M02,M01,6,0,0.9818181818181818
M02,M01,6,1,0.9818181818181818
M02,M01,6,2,0.9433962264150944
M02,M01,6,3,0.9230769230769231
M02,M01,6,4,0.88
M02,M01,6,5,0.9433962264150944
M02,M01,6,6,0.9818181818181818
M02,M01,6,7,0.9818181818181818
M02,M01,6,8,1.0
M02,M01,6,9,0.88
M02,M01,6,10,0.9433962264150944
M02,M01,6,11,0.9629629629629629
M02,M01,6,12,0.8571428571428571
M02,M01,6,13,0.9019607843137255
M02,M01,6,14,0.9230769230769231
M02,M01,6,15,0.9629629629629629
M02,M01,6,16,0.9230769230769231
M02,M01,6,17,0.9433962264150944
M02,M01,6,18,0.9629629629629629
M02,M01,6,19,0.9019607843137255
M02,M01,7,0,0.875
M02,M01,7,1,0.875
M02,M01,7,2,0.9615384615384616
M02,M01,7,3,0.9411764705882353
M02,M01,7,4,0.92
M02,M01,7,5,0.9615384615384616
M02,M01,7,6,0.9411764705882353
M02,M01,7,7,0.9615384615384616
M02,M01,7,8,0.9411764705882353
M02,M01,7,9,0.9615384615384616
M02,M01,7,10,0.9615384615384616
M02,M01,7,11,0.875
M02,M01,7,12,0.9411764705882353
M02,M01,7,13,0.875
M02,M01,7,14,0.9615384615384616
M02,M01,7,15,0.9615384615384616
M02,M01,7,16,0.92
M02,M01,7,17,0.9615384615384616
M02,M01,7,18,0.9811320754716981
M02,M01,7,19,0.9811320754716981
M02,M01,8,0,0.96
M02,M01,8,1,0.9387755102040817
M02,M01,8,2,0.9803921568627451
M02,M01,8,3,1.0
M02,M01,8,4,0.8695652173913043
M02,M01,8,5,0.8695652173913043
M02,M01,8,6,0.9803921568627451
M02,M01,8,7,0.9803921568627451
M02,M01,8,8,0.9387755102040817
M02,M01,8,9,0.8936170212765957
M02,M01,8,10,1.0
M02,M01,8,11,0.9166666666666666
M02,M01,8,12,0.96
M02,M01,8,13,0.9803921568627451
M02,M01,8,14,0.8936170212765957
M02,M01,8,15,0.96
M02,M01,8,16,0.9166666666666666
M02,M01,8,17,0.9166666666666666
M02,M01,8,18,0.96
M02,M01,8,19,0.9387755102040817
M02,M01,9,0,0.9361702127659575
M02,M01,9,1,0.9795918367346939
M02,M01,9,2,0.9795918367346939
