source,target,k,rep,f1_macro
M02,M01,7,8,0.9685135464974371
M02,M01,7,9,0.9897556649643742
M02,M01,7,10,0.9790969899665551
M02,M01,7,11,0.9446914271712115
M02,M01,7,12,0.9452314658997032
M02,M01,7,13,0.9329819277108433
M02,M01,7,14,0.9566555183946488
M02,M01,7,15,0.979216435738175
M02,M01,7,16,0.9442357588196568
M02,M01,7,17,0.9789104947097512
M02,M01,7,18,0.9791819291819293
M02,M01,7,19,0.9792354884379424
M02,M01,8,0,0.978046875
M02,M01,8,1,0.9671046500792098
M02,M01,8,2,0.9892579921274325
M02,M01,8,3,0.9892176048501592
M02,M01,8,4,0.9304473485800453
M02,M01,8,5,0.9170977712705385
M02,M01,8,6,0.989358557493349
M02,M01,8,7,0.9892289604429779
M02,M01,8,8,0.9545880149812733
M02,M01,8,9,0.9430827282239909
M02,M01,8,10,1.0
M02,M01,8,11,0.9548611111111112
M02,M01,8,12,0.9672839682857716
M02,M01,8,13,0.9893557422969188
M02,M01,8,14,0.9552752293577982
M02,M01,8,15,0.9784939759036144
M02,M01,8,16,0.9552845528455285
M02,M01,8,17,0.9419352162913193
M02,M01,8,18,0.9670105760212168
M02,M01,8,19,0.9781684981684982
M02,M01,9,0,0.9775537634408602
M02,M01,9,1,0.9887817195843855
M02,M01,9,2,0.9889470219327119
M02,M01,9,3,0.9652495676306158
M02,M01,9,4,0.9532749858836815
M02,M01,9,5,0.9775793650793652
M02,M01,9,6,0.9777257444764649
M02,M01,9,7,0.9533571821684095
M02,M01,9,8,0.9527903958468527
M02,M01,9,9,0.9768081761006289
M02,M01,9,10,0.9528042670114756
M02,M01,9,11,0.9526306885467772
M02,M01,9,12,0.9774888143176734
M02,M01,9,13,0.9889202616247901
M02,M01,9,14,0.9775692225772098
M02,M01,9,15,0.9261790840738209
M02,M01,9,16,0.9775055370985604
M02,M01,9,17,0.9888751080542715
M02,M01,9,18,0.9655384170790737
M02,M01,9,19,0.9653021750286188
M02,M01,10,0,0.9762365780672417
M02,M01,10,1,0.9639344262295082
M02,M01,10,2,0.9634408602150537
M02,M01,10,3,0.9367894712014717
M02,M01,10,4,0.9365973072215422
M02,M01,10,5,0.9764815101346125
M02,M01,10,6,0.9638311279143037
M02,M01,10,7,1.0
M02,M01,10,8,0.9761861807685369
M02,M01,10,9,0.9760963674007153
M02,M01,10,10,0.9763377926421405
M02,M01,10,11,0.9755136168179647
M02,M01,10,12,0.9762116892373486
M02,M01,10,13,0.9765126178169656
M02,M01,10,14,0.9637312459230267
M02,M01,10,15,0.9762200532386868
M02,M01,10,16,0.9507140369209335
M02,M01,10,17,0.9759244209670865
M02,M01,10,18,1.0
M02,M01,10,19,0.9765773678817158
M02,M01,11,0,0.9745989304812834
M02,M01,11,1,0.9878227908078654
M02,M01,11,2,0.9619847550614167
M02,M01,11,3,0.9752319109461967
M02,M01,11,4,0.9334564615133902
M02,M01,11,5,1.0
M02,M01,11,6,0.9877179287015352
M02,M01,11,7,1.0
M02,M01,11,8,0.97557781201849
M02,M01,11,9,0.9626692970143025
M02,M01,11,10,0.9626287168807127
M02,M01,11,11,0.9482315747875913
M02,M01,11,12,0.9754070556309362
M02,M01,11,13,0.9754277088225428
M02,M01,11,14,0.9623740487224183
M02,M01,11,15,0.9878493878493879
M02,M01,11,16,1.0
M02,M01,11,17,0.9757053291536051
M02,M01,11,18,0.9748217468805704
M02,M01,11,19,0.9754933678421223
M02,M01,12,0,0.9868241054071567
M02,M01,12,1,0.9873700890152397
M02,M01,12,2,0.9735863095238095
M02,M01,12,3,0.9734126984126984
M02,M01,12,4,0.9874613462108697
M02,M01,12,5,1.0
M02,M01,12,6,0.9594358543054926
M02,M01,12,7,1.0
M02,M01,12,8,0.974025974025974
M02,M01,12,9,0.9463369963369963
M02,M01,12,10,0.9871555480110903
M02,M01,12,11,0.9599017535842806
M02,M01,12,12,1.0
M02,M01,12,13,0.974365658672228
M02,M01,12,14,0.9873780572379676
M02,M01,12,15,0.9735166793990323
M02,M01,12,16,0.974080771549126
M02,M01,12,17,0.9607784302799092
M02,M01,12,18,0.9737274220032841
M02,M01,12,19,0.9742296918767507
M02,M01,13,0,0.9864424802286169
M02,M01,13,1,0.9868941312363944
M02,M01,13,2,0.9724999999999999
M02,M01,13,3,0.9866762098772229
M02,M01,13,4,0.9724874371859296
M02,M01,13,5,0.956923076923077
M02,M01,13,6,0.9729253112033195
M02,M01,13,7,1.0
M02,M01,13,8,0.9584328714763497
M02,M01,13,9,0.9867653770092795
M02,M01,13,10,0.9862472456500266
M02,M01,13,11,0.9727876106194691
M02,M01,13,12,0.9725490196078431
M02,M01,13,13,1.0
M02,M01,13,14,0.9105442176870748
M02,M01,13,15,0.9864925420907753
M02,M01,13,16,0.9867653770092795
M02,M01,13,17,0.9733766233766233
M02,M01,13,18,0.9575384615384616
M02,M01,13,19,0.9729253112033195
M02,M01,14,0,1.0
M02,M01,14,1,1.0
M02,M01,14,2,0.9566868162062248
M02,M01,14,3,1.0
M02,M01,14,4,0.9711331901181526
M02,M01,14,5,0.9229785874081176
M02,M01,14,6,0.9858807858807859
M02,M01,14,7,0.9853479853479854
M02,M01,14,8,0.9856869498660543
M02,M01,14,9,0.9408473221422862
M02,M01,14,10,0.9709064327485379
M02,M01,14,11,0.9223679546260191
M02,M01,14,12,1.0
M02,M01,14,13,0.9711716477122454
M02,M01,14,14,0.9859387923904053
M02,M01,14,15,1.0
M02,M01,14,16,0.9861569922919616
M02,M01,14,17,0.9859688334264605
M02,M01,14,18,0.9859688334264605
M02,M01,14,19,0.9717537085958139
M02,M01,15,0,1.0
M02,M01,15,1,1.0
M02,M01,15,2,0.9536625787205834
M02,M01,15,3,0.9695048309178744
M02,M01,15,4,0.9854763854763855
M02,M01,15,5,1.0
M02,M01,15,6,1.0
M02,M01,15,7,0.9854249153612211
M02,M01,15,8,0.9699597787833082
M02,M01,15,9,0.9696180555555556
M02,M01,15,10,0.9847682734280673
M02,M01,15,11,0.9847563826802581
M02,M01,15,12,0.9847682734280673
M02,M01,15,13,0.9843767818451363
M02,M01,15,14,0.9850619850619851
M02,M01,15,15,1.0
M02,M01,15,16,1.0
M02,M01,15,17,0.9693813131313131
M02,M01,15,18,0.9854844824784705
M02,M01,15,19,0.9852931690640521
M02,M01,16,0,0.9843058350100604
M02,M01,16,1,1.0
M02,M01,16,2,0.9680756724800472
M02,M01,16,3,0.9675761871013466
M02,M01,16,4,0.9680501642281278
M02,M01,16,5,1.0
M02,M01,16,6,1.0
M02,M01,16,7,1.0
M02,M01,16,8,1.0
M02,M01,16,9,0.9844355133357691
M02,M01,16,10,0.9842306061890631
M02,M01,16,11,0.9683758459135867
M02,M01,16,12,0.967698061883713
M02,M01,16,13,0.9843950245005654
M02,M01,16,14,0.9323717948717949
M02,M01,16,15,0.9833887043189369
M02,M01,16,16,0.984816619646063
M02,M01,16,17,0.966884531590414
M02,M01,16,18,0.9682517866959868
M02,M01,16,19,1.0
M02,M01,17,0,0.966733870967742
M02,M01,17,1,0.9832407678066842
M02,M01,17,2,0.9833004972323858
M02,M01,17,3,0.9659722222222222
M02,M01,17,4,0.9834786218347862
M02,M01,17,5,0.9663576555023923
M02,M01,17,6,0.9669318181818182
M02,M01,17,7,0.9471083987213019
M02,M01,17,8,0.9838089838089839
M02,M01,17,9,0.9835697124699683
M02,M01,17,10,1.0
M02,M01,17,11,0.9666132478632479
M02,M01,17,12,0.9657914201183432
M02,M01,17,13,1.0
M02,M01,17,14,1.0
M02,M01,17,15,1.0
M02,M01,17,16,1.0
M02,M01,17,17,0.9834786218347862
M02,M01,17,18,0.9648129921259843
M02,M01,17,19,0.9834557271883178
M02,M01,18,0,0.9638888888888889
M02,M01,18,1,0.9825921953634189
M02,M01,18,2,1.0
M02,M01,18,3,0.9627296587926509
M02,M01,18,4,0.982012231682456
M02,M01,18,5,0.9824782100817684
M02,M01,18,6,1.0
M02,M01,18,7,1.0
M02,M01,18,8,0.9825722664432341
M02,M01,18,9,0.9634615384615385
M02,M01,18,10,0.9824782100817684
M02,M01,18,11,0.942899517982944
M02,M01,18,12,0.9826889346450087
M02,M01,18,13,0.9821408639357071
M02,M01,18,14,0.9418380938286222
M02,M01,18,15,0.9634199134199135
M02,M01,18,16,0.9824782100817684
M02,M01,18,17,0.9644144144144144
M02,M01,18,18,1.0
M02,M01,18,19,1.0
M02,M01,19,0,0.9814323607427056
M02,M01,19,1,1.0
M02,M01,19,2,0.9804330392943064
M02,M01,19,3,1.0
M02,M01,19,4,1.0
M02,M01,19,5,1.0
M02,M01,19,6,0.9814798483111385
M02,M01,19,7,0.980594118525153
M02,M01,19,8,1.0
M02,M01,19,9,1.0
M02,M01,19,10,1.0
M02,M01,19,11,1.0
M02,M01,19,12,0.9813580604655656
M02,M01,19,13,0.9813735791384086
M02,M01,19,14,0.9615079365079365
M02,M01,19,15,0.9806126979428741
M02,M01,19,16,0.9812388638507494
M02,M01,19,17,0.9816091954022989
M02,M01,19,18,0.9615079365079365
M02,M01,19,19,0.9815420756774897
M02,M01,20,0,0.9799709074633546
M02,M01,20,1,0.9797632684230622
M02,M01,20,2,0.9344649446494465
M02,M01,20,3,0.9800237555339596
M02,M01,20,4,0.9799334938653823
M02,M01,20,5,1.0
M02,M01,20,6,0.9799238490827276
M02,M01,20,7,1.0
M02,M01,20,8,1.0
M02,M01,20,9,0.9579413392363033
M02,M01,20,10,0.9800887238213143
M02,M01,20,11,0.9797513776752531
M02,M01,20,12,0.9578347578347579
M02,M01,20,13,1.0
M02,M01,20,14,0.9348453608247422
M02,M01,20,15,0.9791559000861326
M02,M01,20,16,1.0
M02,M01,20,17,1.0
M02,M01,20,18,1.0
M02,M01,20,19,1.0
M02,M03,0,0,0.7828947368421053
M02,M03,0,1,0.8053448898519322
M02,M03,0,2,0.8053448898519322
M02,M03,0,3,0.8053448898519322
M02,M03,0,4,0.8053448898519322
M02,M03,0,5,0.8053448898519322
M02,M03,0,6,0.8053448898519322
M02,M03,0,7,0.8053448898519322
M02,M03,0,8,0.7471857410881801
M02,M03,0,9,0.8053448898519322
M02,M03,0,10,0.8096751412429379
M02,M03,0,11,0.8053448898519322
M02,M03,0,12,0.8552631578947368
M02,M03,0,13,0.8552631578947368
M02,M03,0,14,0.8053448898519322
M02,M03,0,15,0.8053448898519322
M02,M03,0,16,0.8053448898519322
M02,M03,0,17,0.8552631578947368
M02,M03,0,18,0.7471857410881801
M02,M03,0,19,0.8053448898519322
M02,M03,1,0,0.7701312187293495
M02,M03,1,1,0.8312456506610995
M02,M03,1,2,0.6969135802469135
M02,M03,1,3,0.8312714776632302
M02,M03,1,4,0.8312456506610995
M02,M03,1,5,0.8312925170068026
M02,M03,1,6,0.696875
M02,M03,1,7,0.7701203905583467
M02,M03,1,8,0.7701203905583467
M02,M03,1,9,0.8312925170068026
M02,M03,1,10,0.7701203905583467
M02,M03,1,11,0.7701312187293495
M02,M03,1,12,0.8312925170068026
M02,M03,1,13,0.6968879668049792
M02,M03,1,14,0.8312714776632302
M02,M03,1,15,0.8830832089259055
M02,M03,1,16,0.8312714776632302
M02,M03,1,17,0.8312456506610995
M02,M03,1,18,0.7701943446624298
M02,M03,1,19,0.6969135802469135
M02,M03,2,0,0.7193320488118176
M02,M03,2,1,0.797938144329897
M02,M03,2,2,0.7193050693634124
M02,M03,2,3,0.7979123173277662
M02,M03,2,4,0.7977116704805491
M02,M03,2,5,0.8620689655172413
M02,M03,2,6,0.8619414483821264
M02,M03,2,7,0.9609709246485637
M02,M03,2,8,0.7977426636568848
M02,M03,2,9,0.797938144329897
M02,M03,2,10,0.7977426636568848
M02,M03,2,11,0.7977116704805491
M02,M03,2,12,0.7977220956719817
M02,M03,2,13,0.8619181505779444
M02,M03,2,14,0.9609722101228331
M02,M03,2,15,0.7193050693634124
M02,M03,2,16,0.8620689655172413
M02,M03,2,17,0.797938144329897
M02,M03,2,18,0.797737556561086
M02,M03,2,19,0.6215986394557823
M02,M03,3,0,0.7476851851851851
M02,M03,3,1,0.8314077877620881
M02,M03,3,2,0.8314077877620881
M02,M03,3,3,0.6399669694467383
M02,M03,3,4,0.8316268486916951
M02,M03,3,5,0.7474358974358974
M02,M03,3,6,0.831615120274914
M02,M03,3,7,0.8314225053078557
M02,M03,3,8,0.7475247524752475
M02,M03,3,9,0.7473753280839894
M02,M03,3,10,0.8315952105059868
M02,M03,3,11,0.7477116704805492
M02,M03,3,12,0.8315952105059868
M02,M03,3,13,0.7477116704805492
M02,M03,3,14,0.7476851851851851
M02,M03,3,15,0.8988888888888888
M02,M03,3,16,0.8315952105059868
M02,M03,3,17,0.8988532110091743
M02,M03,3,18,0.7479123173277662
M02,M03,3,19,0.8314559866499791
M02,M03,4,0,0.8737244897959184
M02,M03,4,1,0.7838369390309314
M02,M03,4,2,0.8735207100591715
M02,M03,4,3,0.873759305210918
M02,M03,4,4,0.6640419947506562
M02,M03,4,5,0.8735549132947977
M02,M03,4,6,0.7837985769020251
M02,M03,4,7,0.873868778280543
M02,M03,4,8,0.7837687604224569
M02,M03,4,9,0.7837887401430406
M02,M03,4,10,0.8737012987012986
M02,M03,4,11,0.783803457688808
M02,M03,4,12,0.783803457688808
M02,M03,4,13,0.9437291368621841
M02,M03,4,14,0.6643518518518519
M02,M03,4,15,0.8735795454545454
M02,M03,4,16,0.9438139274204848
M02,M03,4,17,0.6641221374045801
M02,M03,4,18,0.8737244897959184
M02,M03,4,19,0.8737146529562982
M02,M03,5,0,0.6977843426883309
M02,M03,5,1,0.4970501474926254
M02,M03,5,2,0.8320578231292517
M02,M03,5,3,0.6980289093298292
M02,M03,5,4,0.9279409115474688
M02,M03,5,5,0.6980744544287548
M02,M03,5,6,0.6978038067349928
M02,M03,5,7,0.8316610925306578
M02,M03,5,8,0.8316610925306578
M02,M03,5,9,0.9279409115474688
M02,M03,5,10,0.9278306878306878
M02,M03,5,11,0.831888246628131
M02,M03,5,12,0.6978354978354979
M02,M03,5,13,0.8320479862896315
M02,M03,5,14,0.8320578231292517
M02,M03,5,15,0.8319047619047619
M02,M03,5,16,0.8316610925306578
M02,M03,5,17,0.8319047619047619
M02,M03,5,18,0.927921233512911
M02,M03,5,19,0.6978038067349928
M02,M03,6,0,0.7487146529562982
M02,M03,6,1,0.8992887624466572
M02,M03,6,2,0.7483277591973244
M02,M03,6,3,0.8992592592592592
M02,M03,6,4,0.7487146529562982
M02,M03,6,5,0.7485714285714286
M02,M03,6,6,0.7483277591973244
M02,M03,6,7,0.8992764109985528
M02,M03,6,8,0.8992846924177397
M02,M03,6,9,0.8991624790619765
M02,M03,6,10,0.8992846924177397
M02,M03,6,11,0.7483277591973244
M02,M03,6,12,0.8991624790619765
M02,M03,6,13,0.7483277591973244
M02,M03,6,14,0.8992846924177397
M02,M03,6,15,0.8991624790619765
M02,M03,6,16,0.8991624790619765
M02,M03,6,17,0.7485207100591715
M02,M03,6,18,1.0
M02,M03,6,19,0.7485207100591715
M02,M03,7,0,1.0
M02,M03,7,1,0.8324958123953099
M02,M03,7,2,0.8325925925925926
M02,M03,7,3,0.4983277591973244
M02,M03,7,4,0.8326180257510729
M02,M03,7,5,0.4983277591973244
M02,M03,7,6,0.8324958123953099
M02,M03,7,7,0.4983277591973244
M02,M03,7,8,1.0
M02,M03,7,9,0.8324958123953099
M02,M03,7,10,0.8324958123953099
M02,M03,7,11,0.4983277591973244
M02,M03,7,12,1.0
M02,M03,7,13,0.8326180257510729
M02,M03,7,14,1.0
M02,M03,7,15,1.0
M02,M03,7,16,0.8324958123953099
M02,M03,7,17,1.0
M02,M03,7,18,0.8326180257510729
M02,M03,7,19,0.8325925925925926
M02,M03,8,0,0.4991624790619765
M02,M03,8,1,1.0
M02,M03,8,2,0.4991624790619765
M02,M03,8,3,0.49925925925925924
M02,M03,8,4,1.0
M02,M03,8,5,0.4991624790619765
M02,M03,8,6,0.4991624790619765
M02,M03,8,7,1.0
M02,M03,8,8,0.4991624790619765
M02,M03,8,9,1.0
M02,M03,8,10,1.0
M02,M03,8,11,1.0
M02,M03,8,12,0.49925925925925924
M02,M03,8,13,1.0
M02,M03,8,14,0.49925925925925924
M02,M03,8,15,1.0
M02,M03,8,16,0.4991624790619765
M02,M03,8,17,1.0
M02,M03,8,18,0.4991624790619765
M02,M03,8,19,0.4991624790619765
M03,M01,0,0,0.8867471632237416
M03,M01,0,1,0.8247213779128673
M03,M01,0,2,0.6967395115110436
M03,M01,0,3,0.6967395115110436
M03,M01,0,4,0.6571910854514764
M03,M01,0,5,0.6967395115110436
M03,M01,0,6,0.6774239816408492
M03,M01,0,7,0.8867471632237416
M03,M01,0,8,0.7152002926650813
M03,M01,0,9,0.8752057708314067
M03,M01,0,10,0.7965167866944554
M03,M01,0,11,0.6967395115110436
M03,M01,0,12,0.6774239816408492
M03,M01,0,13,0.6571910854514764
M03,M01,0,14,0.7815656565656566
M03,M01,0,15,0.6359719438877756
M03,M01,0,16,0.7152002926650813
M03,M01,0,17,0.7965167866944554
M03,M01,0,18,0.6774239816408492
M03,M01,0,19,0.6967395115110436
M03,M01,1,0,0.9267971946230275
M03,M01,1,1,0.9052318295739348
M03,M01,1,2,0.817096649980747
M03,M01,1,3,0.9468017057569296
M03,M01,1,4,0.8941675503711559
M03,M01,1,5,0.8823099415204678
M03,M01,1,6,0.9655489530277306
M03,M01,1,7,0.8172814283493592
M03,M01,1,8,0.9052318295739348
M03,M01,1,9,0.8939226519337017
M03,M01,1,10,0.8447623324138815
M03,M01,1,11,0.8825597749648383
M03,M01,1,12,0.8576753642832937
M03,M01,1,13,0.8447444551591128
M03,M01,1,14,0.7010698552548773
M03,M01,1,15,0.6607142857142857
M03,M01,1,16,0.7380952380952381
M03,M01,1,17,0.8577426939872355
M03,M01,1,18,0.5669219547775347
M03,M01,1,19,0.8172612556472971
M03,M01,2,0,0.7865432098765432
M03,M01,2,1,0.8774894938790425
M03,M01,2,2,0.8651710400391712
M03,M01,2,3,0.9240052185257664
M03,M01,2,4,0.9344347789807456
M03,M01,2,5,0.8896553278780912
M03,M01,2,6,0.9826972588217477
M03,M01,2,7,0.944704433497537
M03,M01,2,8,0.9548086293543271
M03,M01,2,9,0.9736595443502878
M03,M01,2,10,0.9345964912280702
M03,M01,2,11,0.9447629815069046
M03,M01,2,12,0.9914786967418546
M03,M01,2,13,0.8781218781218781
M03,M01,2,14,0.9345964912280702
M03,M01,2,15,0.8378257742951373
M03,M01,2,16,0.9346416889681832
M03,M01,2,17,0.9348849323733512
M03,M01,2,18,0.973613428879945
M03,M01,2,19,0.9547369452336631
M03,M01,3,0,0.7742433640080505
M03,M01,3,1,0.9528638109034053
M03,M01,3,2,0.9426879230495191
M03,M01,3,3,0.8454818031430935
M03,M01,3,4,0.94284005468216
M03,M01,3,5,0.7996710034395095
M03,M01,3,6,0.8179745673639176
M03,M01,3,7,0.9530728662146163
M03,M01,3,8,0.9220269259536276
M03,M01,3,9,0.9225473321858864
M03,M01,3,10,0.9094053383584191
M03,M01,3,11,0.9528808984651982
M03,M01,3,12,0.9630722536042492
M03,M01,3,13,0.8854249166006671
M03,M01,3,14,0.9726942134700041
M03,M01,3,15,0.9826271866474081
M03,M01,3,16,1.0
M03,M01,3,17,0.9426020408163265
M03,M01,3,18,0.9316782280637702
M03,M01,3,19,0.9096132190379886
M03,M01,4,0,1.0
M03,M01,4,1,0.9407131011608623
M03,M01,4,2,0.9717386852344869
M03,M01,4,3,0.9476758953517908
M03,M01,4,4,0.9512341962673088
M03,M01,4,5,0.9908964929112035
M03,M01,4,6,0.982044673539519
M03,M01,4,7,0.9405784650630011
M03,M01,4,8,0.9290257338265429
M03,M01,4,9,0.9199431730916909
M03,M01,4,10,0.8805277695835233
M03,M01,4,11,0.961754068716094
M03,M01,4,12,0.9298005519036188
M03,M01,4,13,0.9909104175787521
M03,M01,4,14,0.8802516913996158
M03,M01,4,15,0.9616471918582736
M03,M01,4,16,0.9614203847728203
M03,M01,4,17,0.9617857142857142
M03,M01,4,18,0.9615902964959568
M03,M01,4,19,0.89375
M03,M01,5,0,0.9807654466745376
M03,M01,5,1,0.9378566537320246
M03,M01,5,2,0.9270990447461036
M03,M01,5,3,0.9905862216516902
M03,M01,5,4,0.9904623733913651
M03,M01,5,5,0.9807060755336617
M03,M01,5,6,0.7866879598471455
M03,M01,5,7,0.9274177467597209
M03,M01,5,8,0.9160724896019014
M03,M01,5,9,0.9267120962899141
M03,M01,5,10,0.9703500936464486
M03,M01,5,11,0.9705627705627706
M03,M01,5,12,1.0
M03,M01,5,13,0.9264360186952073
M03,M01,5,14,0.9726357795952376
M03,M01,5,15,0.9600811185825595
M03,M01,5,16,0.949233066377087
M03,M01,5,17,0.9487897398843931
M03,M01,5,18,0.949807214072232
M03,M01,5,19,0.99044559756198
M03,M01,6,0,0.9901410417539449
M03,M01,6,1,0.9276353276353276
M03,M01,6,2,0.9901338971106413
M03,M01,6,3,0.9587606837606838
M03,M01,6,4,0.9800363947762791
M03,M01,6,5,0.9289049235993209
M03,M01,6,6,0.9900209914419507
M03,M01,6,7,0.9800848334367886
M03,M01,6,8,0.958302215583769
M03,M01,6,9,0.9902520606857006
M03,M01,6,10,0.9584896810506567
M03,M01,6,11,0.9586482881280569
M03,M01,6,12,0.9474740807964139
M03,M01,6,13,0.9713658179451721
M03,M01,6,14,0.9585622710622711
M03,M01,6,15,0.9901503655676644
M03,M01,6,16,0.9901661488585709
M03,M01,6,17,0.980076987099459
M03,M01,6,18,0.9901705384718679
M03,M01,6,19,1.0
M03,M01,7,0,0.9694010228553267
M03,M01,7,1,0.9797979797979798
M03,M01,7,2,0.8237657864523535
M03,M01,7,3,0.845622882758972
M03,M01,7,4,0.9896208581517281
M03,M01,7,5,1.0
M03,M01,7,6,0.9789771160738903
M03,M01,7,7,0.9791869522882182
M03,M01,7,8,0.945220193340494
M03,M01,7,9,0.9321979537509221
M03,M01,7,10,1.0
M03,M01,7,11,0.9567845659163987
M03,M01,7,12,0.9897503770506941
M03,M01,7,13,0.9568354430379746
M03,M01,7,14,0.9791298865069358
M03,M01,7,15,0.9566887417218544
M03,M01,7,16,1.0
M03,M01,7,17,0.968157116979693
M03,M01,7,18,0.9897257016013953
M03,M01,7,19,0.9898424487344019
M03,M01,8,0,0.9893641316759649
M03,M01,8,1,1.0
M03,M01,8,2,0.9783766233766233
M03,M01,8,3,0.9597578347578348
M03,M01,8,4,0.8363903722622088
M03,M01,8,5,0.9171017191500681
M03,M01,8,6,0.790851803563668
M03,M01,8,7,0.9777477477477478
M03,M01,8,8,0.7088374408762759
M03,M01,8,9,0.9540229885057472
M03,M01,8,10,0.989111479732891
M03,M01,8,11,0.8283218785796105
M03,M01,8,12,0.9003696283964899
M03,M01,8,13,0.9789104947097512
M03,M01,8,14,0.989173583543847
M03,M01,8,15,0.9545880149812733
M03,M01,8,16,0.9892820016489228
M03,M01,8,17,0.9170061268421924
M03,M01,8,18,0.9895083205221566
M03,M01,8,19,0.9666151118488061
M03,M01,9,0,0.9889829102372656
M03,M01,9,1,0.9529116308271857
M03,M01,9,2,0.9532644101402068
M03,M01,9,3,0.9889202616247901
M03,M01,9,4,0.9888982522991243
M03,M01,9,5,0.9889959183673469
M03,M01,9,6,0.9888982522991243
M03,M01,9,7,0.988871703949602
M03,M01,9,8,0.9482091165905207
M03,M01,9,9,0.989027869212201
M03,M01,9,10,0.9888818415848972
M03,M01,9,11,0.953199479994222
M03,M01,9,12,0.9527903958468527
M03,M01,9,13,0.9776469098277609
M03,M01,9,14,0.9888471517639313
M03,M01,9,15,0.9890659913600477
M03,M01,9,16,0.9889353331694124
M03,M01,9,17,0.9886194477791117
M03,M01,9,18,0.912176891933977
M03,M01,9,19,0.9886194477791117
M03,M01,10,0,1.0
M03,M01,10,1,1.0
M03,M01,10,2,0.7637457887678671
M03,M01,10,3,0.988440891814584
M03,M01,10,4,0.9299650988864883
M03,M01,10,5,0.9375951293759512
M03,M01,10,6,1.0
M03,M01,10,7,0.9764687548698769
M03,M01,10,8,0.9882330339561021
M03,M01,10,9,1.0
M03,M01,10,10,0.9509612251547735
M03,M01,10,11,1.0
M03,M01,10,12,0.8910934220426914
M03,M01,10,13,0.9883350080824851
M03,M01,10,14,0.9770833333333333
M03,M01,10,15,0.9660017505873681
M03,M01,10,16,1.0
M03,M01,10,17,0.9884236158237196
M03,M01,10,18,0.836469824789098
M03,M01,10,19,0.9883983109908581
M03,M01,11,0,0.9879508025849488
M03,M01,11,1,1.0
M03,M01,11,2,1.0
M03,M01,11,3,0.9877753031427865
M03,M01,11,4,0.9879646744711439
M03,M01,11,5,0.9880070546737213
M03,M01,11,6,0.744973544973545
M03,M01,11,7,0.9879976232917409
M03,M01,11,8,0.9875696276751685
M03,M01,11,9,0.9879912228206662
M03,M01,11,10,1.0
M03,M01,11,11,0.9878042901904074
M03,M01,11,12,0.9876782351358622
M03,M01,11,13,0.7507969422178206
M03,M01,11,14,0.9878493878493879
M03,M01,11,15,0.9750700841009211
M03,M01,11,16,1.0
M03,M01,11,17,0.9878182250773258
M03,M01,11,18,0.9884476253452099
M03,M01,11,19,0.9878136200716845
M03,M01,12,0,1.0
M03,M01,12,1,0.9875025278058644
M03,M01,12,2,0.9872484975176379
M03,M01,12,3,1.0
M03,M01,12,4,0.9758570234113713
M03,M01,12,5,0.9874478786055109
M03,M01,12,6,0.9873619920131548
M03,M01,12,7,1.0
M03,M01,12,8,0.9875115078253212
M03,M01,12,9,0.9464788732394367
M03,M01,12,10,0.9872173586121704
M03,M01,12,11,0.987024384128377
M03,M01,12,12,1.0
M03,M01,12,13,1.0
M03,M01,12,14,1.0
M03,M01,12,15,0.9739974937343359
M03,M01,12,16,0.9873700890152397
M03,M01,12,17,0.9874613462108697
M03,M01,12,18,0.9867327487609607
M03,M01,12,19,0.9442528735632184
M03,M01,13,0,1.0
M03,M01,13,1,1.0
M03,M01,13,2,0.8575966477426331
M03,M01,13,3,0.9729838709677419
M03,M01,13,4,0.9098484848484849
M03,M01,13,5,0.9863312766967252
M03,M01,13,6,0.9868941312363944
M03,M01,13,7,0.9866554527614242
M03,M01,13,8,0.8231979935298608
M03,M01,13,9,0.9867387799677569
M03,M01,13,10,0.986715553430044
M03,M01,13,11,1.0
M03,M01,13,12,0.9871730522558697
M03,M01,13,13,1.0
M03,M01,13,14,0.9613941947025217
M03,M01,13,15,0.9866339178614268
M03,M01,13,16,0.9436090225563909
M03,M01,13,17,0.9865942242957538
M03,M01,13,18,1.0
M03,M01,13,19,0.986782383161255
M03,M01,14,0,0.9861399861399862
M03,M01,14,1,0.8944084920154569
M03,M01,14,2,0.9861042183622828
M03,M01,14,3,0.9857302118171684
M03,M01,14,4,1.0
M03,M01,14,5,0.9603345520108179
M03,M01,14,6,0.9860708397293763
M03,M01,14,7,1.0
M03,M01,14,8,0.9860457003314146
M03,M01,14,9,0.9707430340557275
M03,M01,14,10,0.9390096618357487
M03,M01,14,11,0.9857867295193201
M03,M01,14,12,0.9859263543474069
M03,M01,14,13,1.0
M03,M01,14,14,0.9724619289340102
M03,M01,14,15,1.0
M03,M01,14,16,1.0
M03,M01,14,17,0.9860085269921335
M03,M01,14,18,0.9861569922919616
M03,M01,14,19,0.9508689839572193
M03,M01,15,0,0.9849759124683597
M03,M01,15,1,0.9854804502691827
M03,M01,15,2,0.9853370611991301
M03,M01,15,3,0.9852639925989559
M03,M01,15,4,0.9369923701698253
M03,M01,15,5,0.9712570260602964
M03,M01,15,6,0.9852333536544062
M03,M01,15,7,0.8020760028149191
M03,M01,15,8,0.9853628909808685
M03,M01,15,9,0.9691166321601103
M03,M01,15,10,0.9846277504270069
M03,M01,15,11,1.0
M03,M01,15,12,0.9852758327334599
M03,M01,15,13,0.9574288724973656
M03,M01,15,14,0.9593715074617053
