source,target,k,rep,f1_macro
M01,M03,5,5,0.9278306878306878
M01,M03,5,6,0.8316610925306578
M01,M03,5,7,0.9279126670431018
M01,M03,5,8,0.9278478395699814
M01,M03,5,9,0.8320545609548167
M01,M03,5,10,0.9279907084785133
M01,M03,5,11,0.6980544747081712
M01,M03,5,12,0.9278561209891683
M01,M03,5,13,0.8320479862896315
M01,M03,5,14,0.6978354978354979
M01,M03,5,15,0.831888246628131
M01,M03,5,16,0.8320545609548167
M01,M03,5,17,0.6977843426883309
M01,M03,5,18,0.6977843426883309
M01,M03,5,19,0.9278478395699814
M01,M03,6,0,0.7487146529562982
M01,M03,6,1,0.8992846924177397
M01,M03,6,2,0.8992846924177397
M01,M03,6,3,0.8992846924177397
M01,M03,6,4,0.7485207100591715
M01,M03,6,5,0.7485207100591715
M01,M03,6,6,1.0
M01,M03,6,7,0.8992846924177397
M01,M03,6,8,0.8992846924177397
M01,M03,6,9,0.8991624790619765
M01,M03,6,10,1.0
M01,M03,6,11,0.8991624790619765
M01,M03,6,12,0.8991624790619765
M01,M03,6,13,0.8992764109985528
M01,M03,6,14,0.8991624790619765
M01,M03,6,15,0.8992592592592592
M01,M03,6,16,0.8993564993564993
M01,M03,6,17,0.7483277591973244
M01,M03,6,18,1.0
M01,M03,6,19,0.7485207100591715
M01,M03,7,0,1.0
M01,M03,7,1,1.0
M01,M03,7,2,0.8324958123953099
M01,M03,7,3,1.0
M01,M03,7,4,0.8326898326898327
M01,M03,7,5,1.0
M01,M03,7,6,0.8325925925925926
M01,M03,7,7,0.8324958123953099
M01,M03,7,8,1.0
M01,M03,7,9,1.0
M01,M03,7,10,0.8326097443318861
M01,M03,7,11,1.0
M01,M03,7,12,0.8326097443318861
M01,M03,7,13,0.8325925925925926
M01,M03,7,14,0.8324958123953099
M01,M03,7,15,1.0
M01,M03,7,16,0.8325925925925926
M01,M03,7,17,1.0
M01,M03,7,18,1.0
M01,M03,7,19,0.8324958123953099
M01,M03,8,0,1.0
M01,M03,8,1,1.0
M01,M03,8,2,1.0
M01,M03,8,3,0.49925925925925924
M01,M03,8,4,0.4991624790619765
M01,M03,8,5,0.49925925925925924
M01,M03,8,6,1.0
M01,M03,8,7,1.0
M01,M03,8,8,0.49925925925925924
M01,M03,8,9,1.0
M01,M03,8,10,1.0
M01,M03,8,11,0.4991624790619765
M01,M03,8,12,0.4991624790619765
M01,M03,8,13,1.0
M01,M03,8,14,1.0
M01,M03,8,15,1.0
M01,M03,8,16,1.0
M01,M03,8,17,1.0
M01,M03,8,18,1.0
M01,M03,8,19,1.0
M02,M01,0,0,0.8867471632237416
M02,M01,0,1,0.9292433537832311
M02,M01,0,2,0.9292433537832311
M02,M01,0,3,0.9191322864908849
M02,M01,0,4,0.8979022479746768
M02,M01,0,5,0.8632565492321589
M02,M01,0,6,0.9292433537832311
M02,M01,0,7,0.8979022479746768
M02,M01,0,8,0.8867471632237416
M02,M01,0,9,0.9191322864908849
M02,M01,0,10,0.8979022479746768
M02,M01,0,11,0.9485391327340031
M02,M01,0,12,0.966696611909651
M02,M01,0,13,0.966696611909651
M02,M01,0,14,0.9485391327340031
M02,M01,0,15,0.9191322864908849
M02,M01,0,16,0.8979022479746768
M02,M01,0,17,0.9485391327340031
M02,M01,0,18,0.8867471632237416
M02,M01,0,19,0.8508763528397663
M02,M01,1,0,0.8578252201362353
M02,M01,1,1,0.9162907268170426
M02,M01,1,2,0.8702546654294258
M02,M01,1,3,0.9562042449611832
M02,M01,1,4,0.9052912922218779
M02,M01,1,5,0.8311111111111111
M02,M01,1,6,0.9368275810631911
M02,M01,1,7,0.9467177242888403
M02,M01,1,8,0.9053147176797285
M02,M01,1,9,0.9266866566716642
M02,M01,1,10,0.8823953823953824
M02,M01,1,11,0.9369664072469759
M02,M01,1,12,0.9467177242888403
M02,M01,1,13,0.956301952617433
M02,M01,1,14,0.8701920076553431
M02,M01,1,15,0.9051214445509748
M02,M01,1,16,0.9563483037948108
M02,M01,1,17,0.8825597749648383
M02,M01,1,18,0.8821924603174603
M02,M01,1,19,0.9161666380936053
M02,M01,2,0,0.9346056132349116
M02,M01,2,1,0.934729087913153
M02,M01,2,2,0.8899407008086253
M02,M01,2,3,0.9448275862068966
M02,M01,2,4,0.8776060388209921
M02,M01,2,5,0.9238875878220141
M02,M01,2,6,0.9131426244528148
M02,M01,2,7,0.9643625192012288
M02,M01,2,8,0.9012949379697546
M02,M01,2,9,0.923994769532527
M02,M01,2,10,0.889543547536624
M02,M01,2,11,0.954668538762411
M02,M01,2,12,0.9547167577593181
M02,M01,2,13,0.9129063199403176
M02,M01,2,14,0.9826833192858785
M02,M01,2,15,0.923798158881691
M02,M01,2,16,0.890039688435172
M02,M01,2,17,0.9344347789807456
M02,M01,2,18,0.934729087913153
M02,M01,2,19,0.9344836827674357
M02,M01,3,0,0.8975804896857529
M02,M01,3,1,0.9820545609548167
M02,M01,3,2,0.8977485928705441
M02,M01,3,3,0.9529061982251879
M02,M01,3,4,0.9092425840959835
M02,M01,3,5,0.9629727121172238
M02,M01,3,6,0.9528893755846052
M02,M01,3,7,0.9319276414333448
M02,M01,3,8,0.9532766624464942
M02,M01,3,9,0.9529556375013968
M02,M01,3,10,0.972640787315473
M02,M01,3,11,0.9209008002977852
M02,M01,3,12,0.9321820354078418
M02,M01,3,13,0.9097308116131064
M02,M01,3,14,0.909227325281051
M02,M01,3,15,0.9629531388152077
M02,M01,3,16,0.9821568627450981
M02,M01,3,17,0.8975009761811792
M02,M01,3,18,0.9212639212639213
M02,M01,3,19,0.9214112532396956
M02,M01,4,0,0.9716653679960332
M02,M01,4,1,0.9399934058687768
M02,M01,4,2,0.9614767255216694
M02,M01,4,3,0.9618165784832451
M02,M01,4,4,0.9179222839016654
M02,M01,4,5,0.9403122130394858
M02,M01,4,6,0.9814831104855736
M02,M01,4,7,0.8669786096256684
M02,M01,4,8,0.9510292801432042
M02,M01,4,9,0.9513279513279513
M02,M01,4,10,0.91798786455275
M02,M01,4,11,0.8936548223350254
M02,M01,4,12,0.9814323607427056
M02,M01,4,13,0.951048951048951
M02,M01,4,14,0.9908182101503129
M02,M01,4,15,0.9613871635610767
M02,M01,4,16,0.9814599193909539
M02,M01,4,17,0.9813580604655656
M02,M01,4,18,0.98144628473165
M02,M01,4,19,0.9513928694256564
M02,M01,5,0,0.9904229171963725
M02,M01,5,1,0.9707299358431183
M02,M01,5,2,0.9264910985314628
M02,M01,5,3,0.9489178256119526
M02,M01,5,4,0.9136507936507936
M02,M01,5,5,0.9017254970657791
M02,M01,5,6,0.9806547619047619
M02,M01,5,7,0.9600475110679192
M02,M01,5,8,0.9603519969055216
M02,M01,5,9,0.9256064864166424
M02,M01,5,10,0.949233066377087
M02,M01,5,11,0.9012719942494609
M02,M01,5,12,0.9704579837711456
M02,M01,5,13,0.9381981032665965
M02,M01,5,14,0.9380823401950162
M02,M01,5,15,0.9268796093533691
M02,M01,5,16,0.9148453608247422
M02,M01,5,17,0.9379088653282202
M02,M01,5,18,0.9264910985314628
M02,M01,5,19,0.9705502045124687
M02,M01,6,0,0.9349664429530201
M02,M01,6,1,0.9902468392534618
M02,M01,6,2,0.9691514239036423
M02,M01,6,3,0.935798319327731
M02,M01,6,4,0.9476603390360128
M02,M01,6,5,0.9587606837606838
M02,M01,6,6,0.9901770264874218
M02,M01,6,7,0.9691340106434446
M02,M01,6,8,1.0
M02,M01,6,9,0.9231450719822812
M02,M01,6,10,0.9692748498795989
M02,M01,6,11,0.9581600831600832
M02,M01,6,12,0.9233862433862434
M02,M01,6,13,0.9693433251384733
M02,M01,6,14,0.9476156546063916
M02,M01,6,15,0.9797749968398433
M02,M01,6,16,0.9586059102188135
M02,M01,6,17,0.9694758909853249
M02,M01,6,18,0.9799617246425757
M02,M01,6,19,0.9474140583480182
M02,M01,7,0,0.9200546065994073
M02,M01,7,1,0.9448336548549768
M02,M01,7,2,0.9794358974358974
M02,M01,7,3,0.9681088964511424
M02,M01,7,4,0.9572375690607735
M02,M01,7,5,0.968157116979693
M02,M01,7,6,0.967835941716136
M02,M01,7,7,0.9789576365663322
